11	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
12	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1
11	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0
10	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1
15	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0
16	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0
17	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1
18	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0
19	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0
20	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0
21	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1
22	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1
21	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0
20	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0
25	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1
26	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1
27	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1
28	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0
29	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0
10	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1
11	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0
12	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	0
11	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1
10	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0
15	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1
16	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0
17	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1
18	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0
19	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0
00	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1
01	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1
02	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0
01	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1
00	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	0	1	1
05	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0
06	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1
07	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0
08	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1
09	1	0	0	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1
50	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
51	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0
52	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0
51	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1
50	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1
55	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1
56	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
57	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1
58	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0
59	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0
60	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	1
61	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1
62	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1
61	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0
60	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	1
65	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1
66	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1
67	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0
68	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0
